Name,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS
Lucious Harris,1993-94,23,DAL,NBA,SG,77,0,15.1,2.1,5.0,.421,0.1,0.4,.212,2.0,4.6,.440,.430,1.1,1.5,.731,0.6,1.5,2.0,1.4,0.6,0.1,1.0,1.5,5.4,False
Manny Harris,2010-11,21,CLE,NBA,SG,54,15,17.3,2.0,5.4,.374,0.6,1.7,.370,1.4,3.6,.376,.433,1.3,1.7,.763,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,False
Mike Harris,2007-08,24,HOU,NBA,PF,17,0,9.4,1.6,3.2,.500,0.0,0.1,.000,1.6,3.1,.519,.500,0.5,0.8,.615,1.4,1.8,3.2,0.2,0.4,0.2,0.5,0.9,3.6,False
Tobias Harris,2011-12,19,MIL,NBA,SF,42,9,11.4,1.9,4.0,.467,0.1,0.5,.261,1.7,3.5,.500,.485,1.0,1.3,.815,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.1,5.0,False
Tony Harris,1990-91,23,PHI,NBA,SG,6,0,6.8,0.7,2.7,.250,0.0,0.3,.000,0.7,2.3,.286,.250,0.3,0.7,.500,0.0,0.2,0.2,0.0,0.2,0.0,0.5,0.8,1.7,False
David Harrison,2004-05,22,IND,NBA,C,43,14,17.7,2.5,4.3,.576,0.0,0.0,,2.5,4.3,.576,.576,1.2,2.1,.571,1.1,2.0,3.1,0.3,0.4,1.3,1.2,3.1,6.1,False
Jason Hart,2000-01,22,MIL,NBA,PG,1,0,10.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,False
Antonio Harvey,1993-94,23,LAL,NBA,PF,27,6,9.1,1.1,2.9,.367,0.0,0.0,,1.1,2.9,.367,.367,0.4,1.0,.462,1.0,1.2,2.2,0.2,0.3,0.7,0.6,1.4,2.6,False
Donnell Harvey,2000-01,20,DAL,NBA,PF,18,0,3.6,0.4,0.8,.571,0.0,0.0,,0.4,0.8,.571,.571,0.3,0.9,.375,0.3,0.8,1.1,0.1,0.2,0.1,0.4,0.8,1.2,False
Udonis Haslem,2003-04,23,MIA,NBA,PF,75,24,23.9,2.7,6.0,.459,0.0,0.0,.000,2.7,5.9,.462,.459,1.9,2.4,.765,2.5,3.8,6.3,0.7,0.4,0.3,1.0,2.6,7.3,False
Trenton Hassell,2001-02,22,CHI,NBA,SG,78,47,28.7,3.4,8.1,.425,0.8,2.1,.364,2.7,5.9,.447,.473,1.1,1.5,.763,0.8,2.4,3.3,2.2,0.7,0.6,1.3,2.4,8.7,False
Spencer Hawes,2007-08,19,SAC,NBA,C,71,8,13.1,2.1,4.5,.459,0.1,0.3,.190,2.0,4.2,.478,.465,0.5,0.8,.655,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.8,4.7,False
Michael Hawkins,1996-97,24,BOS,NBA,PG,29,0,11.2,1.0,2.3,.426,0.3,1.1,.323,0.7,1.3,.514,.500,0.4,0.5,.800,0.3,0.8,1.1,2.2,0.6,0.0,1.0,1.4,2.8,False
Chuck Hayes,2005-06,22,HOU,NBA,PF,40,0,13.4,1.5,2.6,.562,0.0,0.0,.000,1.5,2.6,.567,.562,0.7,1.1,.644,1.7,2.8,4.5,0.4,0.7,0.4,0.3,1.9,3.7,False
Jarvis Hayes,2003-04,22,WAS,NBA,SF,70,42,29.2,4.0,9.9,.400,0.6,1.9,.305,3.4,8.1,.422,.429,1.1,1.4,.786,1.0,2.8,3.8,1.5,1.0,0.2,1.6,2.2,9.6,False
Gordon Hayward,2010-11,20,UTA,NBA,SF,72,17,16.9,2.0,4.1,.485,0.5,1.0,.473,1.5,3.0,.489,.544,1.0,1.3,.711,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1.5,5.4,True
Brendan Haywood,2001-02,22,WAS,NBA,C,62,2,20.4,1.8,3.6,.493,0.0,0.0,,1.8,3.6,.493,.493,1.6,2.6,.606,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,False
Luther Head,2005-06,23,HOU,NBA,SG,80,27,28.9,3.2,7.9,.403,1.4,3.9,.361,1.8,4.0,.445,.493,1.1,1.5,.699,0.4,2.9,3.3,2.7,1.1,0.1,1.5,2.1,8.8,False
Shane Heal,1996-97,26,MIN,NBA,PG,43,0,5.5,0.6,2.3,.268,0.5,1.5,.308,0.1,0.7,.188,.371,0.1,0.1,.600,0.0,0.4,0.4,0.8,0.1,0.1,0.4,0.5,1.7,False
Alan Henderson,1995-96,23,ATL,NBA,PF,79,4,17.9,2.4,5.5,.442,0.0,0.0,.000,2.4,5.5,.445,.442,1.5,2.5,.595,2.1,2.4,4.5,0.6,0.6,0.5,1.1,2.7,6.4,False
Cedric Henderson,1997-98,22,CLE,NBA,SF,82,71,30.8,4.2,8.8,.480,0.0,0.0,.000,4.2,8.8,.483,.480,1.7,2.3,.716,0.9,3.1,4.0,2.0,1.2,0.5,2.0,2.9,10.1,False
Gerald Henderson,2009-10,22,CHA,NBA,SG,43,0,8.3,0.9,2.4,.356,0.1,0.4,.211,0.8,2.0,.388,.375,0.8,1.1,.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,False
Mark Hendrickson,1996-97,22,PHI,NBA,PF,29,1,10.4,1.1,2.7,.416,0.1,0.4,.250,1.0,2.2,.446,.435,0.6,0.9,.692,1.2,2.0,3.2,0.1,0.3,0.1,0.5,1.1,2.9,False
Xavier Henry,2010-11,19,MEM,NBA,SG,38,16,13.9,1.7,4.2,.406,0.1,0.4,.118,1.7,3.8,.441,.413,0.9,1.4,.635,0.2,0.7,1.0,0.5,0.3,0.1,0.3,1.3,4.3,False
John Henson,2012-13,22,MIL,NBA,PF,63,9,13.1,2.6,5.3,.482,0.0,0.0,.000,2.6,5.3,.486,.482,0.9,1.7,.533,1.8,2.9,4.7,0.5,0.3,0.7,0.7,1.3,6.0,False
Steve Henson,1990-91,22,MIL,NBA,PG,68,0,10.1,1.2,2.8,.418,0.3,0.8,.333,0.9,2.0,.452,.466,0.6,0.6,.905,0.2,0.5,0.8,1.9,0.5,0.0,0.6,1.2,3.1,False
Juan Hernangómez,2016-17,21,DEN,NBA,PF,62,9,13.6,1.6,3.6,.451,0.7,1.8,.407,0.9,1.8,.495,.554,0.9,1.2,.750,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,4.9,False
Willy Hernangómez,2016-17,22,NYK,NBA,C,72,22,18.4,3.4,6.5,.529,0.1,0.2,.267,3.4,6.3,.538,.533,1.3,1.7,.728,2.4,4.6,7.0,1.3,0.6,0.5,1.4,2.1,8.2,False
Carl Herrera,1991-92,25,HOU,NBA,PF,43,7,13.2,1.9,3.7,.516,0.0,0.0,.000,1.9,3.7,.519,.516,0.6,1.0,.568,0.8,1.5,2.3,0.6,0.4,0.6,0.9,1.4,4.4,False
Mario Hezonja,2015-16,20,ORL,NBA,SF,79,9,17.9,2.3,5.3,.433,0.8,2.4,.349,1.4,2.9,.504,.513,0.6,0.7,.907,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1,False
Roy Hibbert,2008-09,22,IND,NBA,C,70,42,14.4,2.8,6.0,.471,0.0,0.0,,2.8,6.0,.471,.471,1.4,2.1,.667,1.6,1.8,3.5,0.7,0.3,1.1,0.8,3.1,7.1,True
J.J. Hickson,2008-09,20,CLE,NBA,C,62,0,11.4,1.6,3.1,.515,0.0,0.0,,1.6,3.1,.515,.515,0.7,1.1,.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4.0,False
Buddy Hield,2016-17,24,TOT,NBA,SG,82,55,23.0,4.0,9.4,.426,1.8,4.6,.391,2.2,4.7,.461,.523,0.8,0.9,.842,0.4,2.9,3.3,1.5,0.5,0.1,1.2,1.4,10.6,False
Sean Higgins,1990-91,22,SAS,NBA,SF,50,0,9.3,1.9,4.2,.458,0.1,0.4,.158,1.9,3.9,.487,.465,0.6,0.7,.848,0.4,0.9,1.3,0.7,0.2,0.0,1.0,1.1,4.5,False
Nenê Hilário,2002-03,20,DEN,NBA,C,80,53,28.2,4.0,7.7,.519,0.0,0.0,.000,4.0,7.7,.521,.519,2.5,4.3,.578,2.6,3.5,6.1,1.9,1.6,0.8,2.3,3.7,10.5,False
George Hill,2008-09,22,SAS,NBA,PG,77,7,16.5,1.9,4.8,.403,0.3,0.9,.329,1.6,3.9,.421,.435,1.5,1.9,.781,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1.9,5.7,False
Grant Hill,1994-95,22,DET,NBA,SF,70,69,38.3,7.3,15.2,.477,0.1,0.4,.148,7.2,14.8,.486,.479,5.3,7.3,.732,1.8,4.6,6.4,5.0,1.8,0.9,2.9,2.9,19.9,True
Jordan Hill,2009-10,22,TOT,NBA,PF,47,0,13.3,2.1,4.3,.493,0.0,0.0,.000,2.1,4.2,.497,.493,1.0,1.4,.676,1.6,2.1,3.7,0.4,0.3,0.4,0.6,2.0,5.2,False
Solomon Hill,2013-14,22,IND,NBA,SF,28,0,8.1,0.6,1.4,.425,0.3,0.8,.304,0.4,0.6,.588,.513,0.2,0.3,.857,0.3,1.1,1.5,0.4,0.2,0.1,0.5,0.7,1.7,False
Tyrone Hill,1990-91,22,GSW,NBA,PF,74,22,16.1,2.0,4.0,.492,0.0,0.0,,2.0,4.0,.492,.492,1.3,2.1,.632,2.1,3.1,5.2,0.3,0.4,0.4,1.0,3.6,5.3,True
Kirk Hinrich,2003-04,23,CHI,NBA,PG,76,66,35.6,4.2,10.8,.386,1.9,4.9,.390,2.3,6.0,.383,.474,1.8,2.2,.804,0.6,2.9,3.4,6.8,1.3,0.3,2.7,3.6,12.0,False
Donald Hodge,1991-92,22,DAL,NBA,PF,51,27,20.7,3.2,6.4,.497,0.0,0.0,,3.2,6.4,.497,.497,2.0,2.9,.667,2.3,3.1,5.4,0.8,0.5,0.5,1.5,2.5,8.4,False
Fred Hoiberg,1995-96,23,IND,NBA,SG,15,1,5.7,0.5,1.3,.421,0.1,0.2,.333,0.5,1.1,.438,.447,1.0,1.2,.833,0.3,0.3,0.6,0.5,0.4,0.1,0.5,0.8,2.1,False
Jrue Holiday,2009-10,19,PHI,NBA,PG,73,51,24.2,3.2,7.1,.442,0.8,2.2,.390,2.3,4.9,.465,.502,0.9,1.2,.756,0.8,1.8,2.6,3.8,1.1,0.2,2.1,2.1,8.0,True
Justin Holiday,2012-13,23,PHI,NBA,SG,9,0,15.8,1.8,5.3,.333,0.4,1.8,.250,1.3,3.6,.375,.375,0.7,0.9,.750,0.0,1.6,1.6,1.7,0.3,0.7,1.0,0.8,4.7,False
Ryan Hollins,2006-07,22,CHA,NBA,C,27,0,6.9,0.7,1.3,.556,0.0,0.0,,0.7,1.3,.556,.556,0.9,1.5,.600,0.4,0.7,1.1,0.0,0.1,0.3,0.6,1.5,2.4,False
Rondae Hollis-Jefferson,2015-16,21,BRK,NBA,SF,29,17,21.2,2.2,4.8,.457,0.1,0.5,.286,2.0,4.3,.476,.471,1.3,1.8,.712,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,5.8,False
Richaun Holmes,2015-16,22,PHI,NBA,PF,51,1,13.8,2.2,4.4,.514,0.2,0.9,.182,2.1,3.5,.596,.532,1.0,1.5,.689,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,False
Rodney Hood,2014-15,22,UTA,NBA,SG,50,21,21.3,3.1,7.5,.414,1.2,3.4,.365,1.9,4.1,.456,.497,1.2,1.6,.763,0.2,2.2,2.3,1.7,0.6,0.2,0.9,2.4,8.7,False
Scotty Hopson,2013-14,24,CLE,NBA,SG,2,0,3.5,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,False
Al Horford,2007-08,21,ATL,NBA,C,81,77,31.4,4.1,8.2,.499,0.0,0.1,.000,4.1,8.2,.502,.499,1.9,2.6,.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,3.3,10.1,True
Robert Horry,1992-93,22,HOU,NBA,SF,79,79,29.5,4.1,8.6,.474,0.2,0.6,.255,3.9,8.0,.490,.482,1.8,2.5,.715,1.4,3.5,5.0,2.4,1.0,1.1,2.0,2.7,10.1,False
Danuel House,2016-17,23,WAS,NBA,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Eddie House,2000-01,22,MIA,NBA,PG,50,0,11.0,2.1,4.9,.421,0.4,1.1,.345,1.7,3.8,.443,.460,0.5,0.7,.686,0.1,0.7,0.8,1.0,0.3,0.0,0.7,1.2,5.0,False
Allan Houston,1993-94,22,DET,NBA,SG,79,20,19.2,3.4,8.5,.405,0.4,1.5,.299,3.0,7.0,.428,.431,1.1,1.4,.824,0.2,1.3,1.5,1.3,0.4,0.2,1.3,2.1,8.5,True
Byron Houston,1992-93,23,GSW,NBA,PF,79,8,16.1,1.8,4.1,.446,0.0,0.1,.286,1.8,4.0,.450,.449,1.6,2.5,.665,1.5,2.5,4.0,0.9,0.6,0.5,1.1,3.2,5.3,False
Dwight Howard,2004-05,19,ORL,NBA,PF,82,82,32.6,4.3,8.3,.520,0.0,0.0,.000,4.3,8.2,.521,.520,3.4,5.0,.671,3.5,6.5,10.0,0.9,0.9,1.7,2.0,2.8,12.0,True
Josh Howard,2003-04,23,DAL,NBA,SF,67,29,23.7,3.4,7.9,.430,0.3,1.0,.303,3.1,7.0,.448,.449,1.4,2.1,.703,2.2,3.3,5.5,1.4,1.0,0.8,1.0,2.5,8.6,True
Juwan Howard,1994-95,21,WSB,NBA,PF,65,52,36.1,7.0,14.3,.489,0.0,0.1,.000,7.0,14.2,.492,.489,3.0,4.5,.664,2.8,5.6,8.4,2.5,0.8,0.2,2.6,3.6,17.0,True
Stephen Howard,1992-93,22,UTA,NBA,SF,49,0,5.3,0.7,1.9,.376,0.0,0.0,,0.7,1.9,.376,.376,0.7,1.1,.642,0.5,0.7,1.2,0.2,0.3,0.2,0.5,1.2,2.1,False
Lester Hudson,2009-10,25,TOT,NBA,PG,25,0,5.2,0.8,2.1,.396,0.2,0.6,.313,0.6,1.5,.432,.443,0.4,0.5,.846,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0.5,2.3,False
Troy Hudson,1997-98,21,UTA,NBA,PG,8,0,2.9,0.8,1.8,.429,0.0,0.4,.000,0.8,1.4,.545,.429,0.0,0.0,,0.1,0.1,0.3,0.5,0.3,0.0,0.1,0.1,1.5,False
Larry Hughes,1998-99,20,PHI,NBA,PG,50,1,19.8,3.4,8.3,.411,0.2,1.0,.154,3.2,7.2,.448,.420,2.1,3.0,.709,1.7,2.1,3.8,1.5,0.9,0.3,1.4,1.9,9.1,False
Kris Humphries,2004-05,19,UTA,NBA,PF,67,4,13.0,1.7,4.3,.404,0.0,0.1,.333,1.7,4.2,.406,.408,0.7,1.5,.436,1.1,1.9,2.9,0.6,0.4,0.3,0.8,1.4,4.1,False
Lindsey Hunter,1993-94,23,DET,NBA,PG,82,26,26.5,4.1,10.9,.375,0.8,2.5,.333,3.2,8.4,.388,.414,1.3,1.7,.732,0.6,1.7,2.3,4.8,1.5,0.1,2.2,2.1,10.3,False
R.J. Hunter,2015-16,22,BOS,NBA,SG,36,0,8.8,1.0,2.7,.367,0.5,1.8,.302,0.5,1.0,.486,.464,0.2,0.2,.857,0.1,1.0,1.0,0.4,0.4,0.1,0.3,0.8,2.7,False
Steven Hunter,2001-02,20,ORL,NBA,C,53,21,9.7,1.3,2.8,.456,0.0,0.0,,1.3,2.8,.456,.456,1.0,1.8,.585,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1.5,3.6,False
Bobby Hurley,1993-94,22,SAC,NBA,PG,19,19,26.3,2.8,7.7,.370,0.1,0.8,.125,2.7,6.8,.400,.377,1.3,1.6,.800,0.3,1.5,1.8,6.1,0.7,0.1,2.5,1.5,7.1,False
Serge Ibaka,2009-10,20,OKC,NBA,PF,73,0,18.1,2.8,5.1,.543,0.0,0.0,.500,2.7,5.0,.543,.545,0.8,1.3,.630,1.9,3.5,5.4,0.1,0.3,1.3,0.9,2.7,6.3,False
Andre Iguodala,2004-05,21,PHI,NBA,SG,82,82,32.8,3.3,6.7,.493,0.6,1.7,.331,2.7,4.9,.550,.536,1.9,2.6,.743,1.1,4.6,5.7,3.0,1.7,0.6,1.7,2.5,9.0,True
Zydrunas Ilgauskas,1997-98,22,CLE,NBA,C,82,81,29.0,5.5,10.7,.518,0.0,0.0,.250,5.5,10.6,.519,.519,2.8,3.7,.762,3.4,5.4,8.8,0.9,0.6,1.6,1.8,3.5,13.9,True
Didier Ilunga-Mbenga,2004-05,24,DAL,NBA,C,15,1,3.9,0.4,0.9,.429,0.0,0.0,,0.4,0.9,.429,.429,0.2,0.3,.750,0.2,0.3,0.5,0.0,0.0,0.3,0.3,0.9,1.0,False
Ersan İlyasova,2006-07,19,MIL,NBA,PF,66,14,14.7,2.1,5.5,.383,0.8,2.2,.365,1.3,3.3,.395,.457,1.1,1.3,.787,0.9,2.0,2.9,0.7,0.4,0.3,0.8,2.2,6.1,False
Joe Ingles,2014-15,27,UTA,NBA,SF,79,32,21.2,1.9,4.5,.415,0.9,2.6,.356,0.9,1.9,.493,.517,0.4,0.5,.750,0.3,1.9,2.2,2.3,0.9,0.1,1.2,1.6,5.0,False
Brandon Ingram,2016-17,19,LAL,NBA,SF,79,40,28.8,3.5,8.7,.402,0.7,2.4,.294,2.8,6.3,.443,.442,1.7,2.7,.621,0.8,3.2,4.0,2.1,0.6,0.5,1.5,2.0,9.4,True
Byron Irvin,1989-90,23,POR,NBA,SG,50,2,9.8,1.9,4.1,.473,0.1,0.3,.357,1.8,3.8,.481,.485,1.2,1.8,.670,0.6,0.9,1.5,0.9,0.6,0.0,0.8,0.8,5.2,False
Kyrie Irving,2011-12,19,CLE,NBA,PG,51,51,30.5,6.9,14.6,.469,1.4,3.6,.399,5.4,11.1,.491,.517,3.4,3.8,.872,0.9,2.9,3.7,5.4,1.1,0.4,3.1,2.2,18.5,True
Allen Iverson,1996-97,21,PHI,NBA,PG,76,74,40.1,8.2,19.8,.416,2.0,6.0,.341,6.2,13.8,.448,.467,5.0,7.2,.702,1.5,2.6,4.1,7.5,2.1,0.3,4.4,3.1,23.5,True
Royal Ivey,2004-05,23,ATL,NBA,PG,62,5,13.0,1.4,3.2,.429,0.0,0.1,.333,1.3,3.0,.434,.437,0.8,1.1,.701,0.3,1.0,1.4,1.7,0.6,0.1,0.9,2.3,3.5,False
Jarrett Jack,2005-06,22,POR,NBA,SG,79,4,20.2,2.4,5.4,.442,0.3,1.0,.263,2.1,4.5,.480,.465,1.6,2.0,.800,0.2,1.8,2.0,2.8,0.5,0.0,1.3,1.7,6.7,False
Bobby Jackson,1997-98,24,DEN,NBA,PG,68,53,30.0,4.6,11.6,.392,0.3,1.2,.259,4.3,10.4,.407,.405,2.2,2.7,.814,1.1,3.3,4.4,4.7,1.5,0.2,2.7,2.4,11.6,False
Jaren Jackson,1989-90,22,NJN,NBA,SG,28,0,5.7,0.9,2.5,.362,0.0,0.1,.000,0.9,2.4,.379,.362,0.6,0.8,.810,0.6,0.3,0.9,0.5,0.5,0.0,0.6,0.6,2.4,False
Jermaine Jackson,1999-00,23,DET,NBA,SG,7,0,10.4,0.1,1.6,.091,0.0,0.1,.000,0.1,1.4,.100,.091,0.7,1.1,.625,0.1,1.4,1.6,0.6,0.4,0.0,1.0,1.0,1.0,False
Jim Jackson,1992-93,22,DAL,NBA,SF,28,28,33.5,6.6,16.6,.395,0.8,2.6,.288,5.8,14.0,.415,.417,2.4,3.3,.739,1.5,2.9,4.4,4.7,1.4,0.4,4.1,2.9,16.3,False
Luke Jackson,2004-05,23,CLE,NBA,SF,10,0,4.3,1.0,2.7,.370,0.4,0.6,.667,0.6,2.1,.286,.444,0.5,0.6,.833,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,2.9,False
Marc Jackson,2000-01,26,GSW,NBA,C,48,35,29.4,4.9,10.6,.467,0.1,0.5,.217,4.8,10.1,.478,.471,3.2,4.0,.802,2.5,5.0,7.5,1.2,0.7,0.6,1.9,2.9,13.2,False
Reggie Jackson,2011-12,21,OKC,NBA,PG,45,0,11.1,1.1,3.5,.321,0.3,1.4,.210,0.8,2.2,.392,.362,0.6,0.6,.862,0.3,0.9,1.2,1.6,0.6,0.0,0.8,0.7,3.1,False
Stephen Jackson,2000-01,22,NJN,NBA,SF,77,40,21.6,3.2,7.4,.425,0.7,2.0,.335,2.5,5.4,.458,.470,1.3,1.8,.719,0.5,2.2,2.7,1.8,1.1,0.2,1.7,2.2,8.2,False
Casey Jacobsen,2002-03,21,PHO,NBA,SF,72,0,15.9,1.7,4.5,.373,0.7,2.3,.315,1.0,2.3,.432,.453,1.0,1.5,.686,0.4,0.8,1.2,1.0,0.5,0.1,0.8,1.3,5.1,False
Dave Jamerson,1990-91,23,HOU,NBA,SG,37,0,5.5,1.2,3.1,.381,0.1,0.5,.263,1.0,2.5,.404,.403,0.6,0.7,.815,0.2,0.6,0.8,0.7,0.2,0.0,0.5,0.6,3.1,False
Damion James,2010-11,23,NJN,NBA,SF,25,9,16.1,1.8,4.1,.447,0.0,0.1,.000,1.8,4.0,.460,.447,0.7,1.1,.643,0.7,2.7,3.4,0.8,0.6,0.5,1.0,1.4,4.4,False
Henry James,1990-91,25,CLE,NBA,PF,37,4,13.6,3.0,6.9,.441,0.6,1.6,.400,2.4,5.2,.454,.488,1.4,1.9,.722,0.7,1.4,2.1,0.9,0.4,0.1,1.0,1.6,8.1,False
Jerome James,1998-99,23,SAC,NBA,C,16,0,2.6,0.6,1.5,.375,0.0,0.0,,0.6,1.5,.375,.375,0.4,0.8,.500,0.4,0.7,1.1,0.1,0.1,0.4,0.6,0.7,1.5,False
LeBron James,2003-04,19,CLE,NBA,SG,79,79,39.5,7.9,18.9,.417,0.8,2.7,.290,7.1,16.1,.438,.438,4.4,5.8,.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,True
Mike James,2001-02,26,MIA,NBA,PG,15,0,7.9,1.0,2.9,.349,0.5,1.4,.381,0.5,1.5,.318,.442,0.3,0.5,.571,0.1,0.8,0.9,1.3,0.4,0.1,0.9,1.1,2.8,False
Antawn Jamison,1998-99,22,GSW,NBA,SF,47,24,22.5,3.8,8.4,.452,0.1,0.2,.300,3.7,8.2,.456,.456,1.9,3.3,.588,2.8,3.6,6.4,0.7,0.8,0.3,1.4,2.2,9.6,True
Marko Jarić,2002-03,24,LAC,NBA,SF,66,12,20.9,2.7,6.8,.401,0.8,2.5,.319,1.9,4.2,.450,.461,1.2,1.6,.752,0.5,1.9,2.4,2.9,1.5,0.2,1.6,1.9,7.4,False
Othyus Jeffers,2009-10,24,UTA,NBA,SG,14,0,5.2,0.9,2.1,.414,0.0,0.0,,0.9,2.1,.414,.414,0.9,1.4,.684,0.6,0.8,1.4,0.1,0.3,0.0,0.4,0.7,2.6,False
Al Jefferson,2004-05,20,BOS,NBA,PF,71,1,14.8,2.7,5.2,.528,0.0,0.0,.000,2.7,5.2,.533,.528,1.2,1.9,.630,1.7,2.7,4.4,0.3,0.3,0.8,0.9,2.7,6.7,False
Richard Jefferson,2001-02,21,NJN,NBA,SF,79,9,24.3,3.4,7.5,.457,0.2,0.7,.232,3.3,6.8,.480,.468,2.4,3.4,.713,1.1,2.6,3.7,1.8,0.8,0.6,1.4,2.7,9.4,False
Jared Jeffries,2002-03,21,WAS,NBA,SF,20,1,14.6,1.5,3.2,.476,0.2,0.3,.500,1.4,2.9,.474,.500,0.8,1.5,.552,1.3,1.6,2.9,0.8,0.4,0.3,1.1,1.4,4.0,False
John Jenkins,2012-13,21,ATL,NBA,SG,61,2,14.8,2.1,4.8,.446,0.9,2.3,.384,1.3,2.6,.500,.536,1.0,1.1,.843,0.3,1.3,1.5,0.9,0.2,0.2,0.7,0.6,6.1,False
Brandon Jennings,2009-10,20,MIL,NBA,PG,82,82,32.6,5.5,14.8,.371,1.8,4.7,.374,3.7,10.1,.370,.431,2.7,3.3,.817,0.6,2.8,3.4,5.7,1.3,0.2,2.4,2.3,15.5,False
Chris Jent,1993-94,24,HOU,NBA,SF,3,0,26.0,4.3,8.7,.500,1.3,3.7,.364,3.0,5.0,.600,.577,0.3,0.7,.500,1.3,3.7,5.0,2.3,0.0,0.0,1.7,4.3,10.3,False
Jonas Jerebko,2009-10,22,DET,NBA,PF,80,73,27.9,3.6,7.5,.481,0.5,1.4,.313,3.2,6.1,.520,.511,1.6,2.2,.710,2.4,3.6,6.0,0.7,1.0,0.4,1.0,2.9,9.3,False
Yi Jianlian,2007-08,20,MIL,NBA,PF,66,49,25.0,3.3,7.9,.421,0.1,0.3,.286,3.2,7.6,.427,.427,1.8,2.2,.841,1.6,3.6,5.2,0.8,0.5,0.8,1.4,2.3,8.6,False
Amir Johnson,2005-06,18,DET,NBA,SF,3,0,13.0,2.3,3.3,.700,0.7,1.0,.667,1.7,2.3,.714,.800,1.3,1.3,1.000,1.0,0.3,1.3,1.0,0.0,0.7,1.3,2.3,6.7,False
Anthony Johnson,1997-98,23,SAC,NBA,PG,77,62,29.4,2.9,7.9,.371,0.5,1.7,.328,2.4,6.2,.383,.406,1.0,1.4,.727,0.7,1.6,2.2,4.3,0.8,0.1,1.6,2.4,7.5,False
Chris Johnson,2012-13,22,MEM,NBA,SF,8,0,12.8,1.4,3.1,.440,0.8,2.3,.333,0.6,0.9,.714,.560,0.1,0.3,.500,0.6,0.8,1.4,0.3,0.5,0.0,0.4,0.6,3.6,False
DerMarr Johnson,2000-01,20,ATL,NBA,SF,78,21,16.8,1.9,5.0,.374,0.5,1.6,.323,1.3,3.4,.399,.427,0.8,1.1,.736,0.7,1.6,2.3,0.8,0.6,0.4,1.2,1.7,5.1,False
Ervin Johnson,1993-94,26,SEA,NBA,C,45,3,6.2,1.0,2.4,.415,0.0,0.0,,1.0,2.4,.415,.415,0.6,1.0,.630,1.1,1.6,2.6,0.2,0.2,0.5,0.5,1.0,2.6,False
James Johnson,2009-10,22,CHI,NBA,PF,65,11,11.6,1.5,3.2,.452,0.2,0.7,.326,1.2,2.5,.488,.488,0.8,1.1,.729,0.5,1.4,2.0,0.7,0.3,0.7,1.0,1.9,3.9,False
Joe Johnson,2001-02,20,TOT,NBA,SG,77,60,24.9,3.3,7.6,.430,0.5,1.7,.292,2.8,5.9,.469,.462,0.5,0.7,.774,1.0,2.4,3.3,2.3,0.8,0.3,0.9,1.5,7.5,True
Larry Johnson,1991-92,22,CHH,NBA,PF,82,77,37.2,7.5,15.3,.490,0.1,0.3,.227,7.5,15.1,.494,.492,4.1,5.0,.829,3.9,7.0,11.0,3.6,1.0,0.6,2.0,2.7,19.2,True
Linton Johnson,2003-04,23,CHI,NBA,SF,41,20,17.9,1.8,5.0,.355,0.2,0.8,.212,1.6,4.1,.382,.372,0.5,0.9,.595,1.4,3.0,4.5,0.7,0.9,0.8,0.9,2.2,4.2,False
Orlando Johnson,2012-13,23,IND,NBA,SG,51,0,12.1,1.4,3.5,.400,0.7,1.8,.383,0.7,1.7,.419,.500,0.5,0.6,.719,0.4,1.8,2.2,0.9,0.2,0.2,0.6,1.0,4.0,False
